ТБ;ГОСБ;ИНН;Организация;Сегмент;Сотрудник;Задач;Закрыто;Успешно;Невозможно отработать;В работе;Статус отработки;Противоречие в решениях;Все задачи закрыты одним днём;Ни одного цифрового следа;План получателей;Факт получателей;Факт к плану, %;Потенциал численности;Факт к потенциалу, %
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104354;МБУ Новация;Рег. госсектор;Абрамова Ксения Александровна;1;0;0;0;1;Не начат;False;False;False;81;0;0,0;277;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104358;МБУ Орион;Микро;Гусева Дарья Олеговна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;9;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104371;МБУ Центр;Средние;Гусева Дарья Олеговна;1;0;0;0;1;Не начат;False;False;False;43;0;0,0;88;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104379;АО Импульс;Крупные;Гусева Дарья Олеговна;1;1;0;0;0;Отработан полностью;False;False;True;128;0;0,0;325;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104431;АО Эталон;Крупные;Абрамова Ксения Александровна;1;0;0;0;1;Не начат;False;False;False;456;0;0,0;770;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104435;НКО Юпитер;Рег. госсектор;Дроздова Дарья Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;73;0;0,0;140;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104444;ИП Заря;Крупные;Абрамова Ксения Александровна;1;0;0;0;1;Не начат;False;False;False;155;0;0,0;426;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104486;ПАО Импульс;Микро;Голубев Николай Дмитриевич;2;2;1;0;0;Отработан полностью;False;False;False;6;1;33,3;6;16,7
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104506;ГБУЗ Прогресс;Малые;Дроздова Дарья Николаевна;3;1;0;0;2;Отработан частично;False;False;False;49;0;0,0;33;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104512;ПАО Заря;Микро;Голубев Николай Дмитриевич;1;0;0;0;1;Не начат;False;False;False;2;0;0,0;6;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104521;ООО Прогресс;Микро;Голубев Николай Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;2;0;0,0;9;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104525;ПАО Прогресс;Малые;Гусева Дарья Олеговна;1;1;0;0;0;Отработан полностью;False;False;False;12;0;0,0;26;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104567;ООО Дельта;Средние;Абрамова Ксения Александровна;2;1;1;0;1;Отработан частично;False;False;False;121;29;69,0;128;22,7
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104576;АО Сатурн;Рег. госсектор;Панов Олег Олегович;1;1;1;0;0;Отработан полностью;False;False;True;123;32;26,0;202;15,8
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104604;АО Бриз;Рег. госсектор;Дроздова Дарья Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;72;0;0,0;139;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104611;ПАО Вектор;Рег. госсектор;Абрамова Ксения Александровна;1;1;1;0;0;Отработан полностью;False;False;False;5;6;120,0;13;46,2
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104648;ГБУЗ Дельта;Крупнейшие;Гусева Дарья Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;2514;1541;61,3;4473;34,5
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104673;МБУ Ярд;Крупные;Абрамова Ксения Александровна;2;1;0;0;1;Отработан частично;False;False;False;489;0;0,0;434;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104682;ПАО Новация;Малые;Тихонов Николай Николаевич;2;1;1;0;1;Отработан частично;False;False;False;40;25;100,0;46;54,3
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104708;ГБУЗ Эталон;Малые;Тихонов Николай Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;21;0;0,0;45;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104732;АО Бриз;Микро;Дроздова Дарья Николаевна;1;1;1;0;0;Отработан полностью;False;False;False;1;1;100,0;3;33,3
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104739;АО Центр;Микро;Тихонов Николай Николаевич;2;0;0;0;2;Не начат;False;False;False;9;0;0,0;11;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104741;ГБУЗ Вектор;Малые;Гусева Дарья Олеговна;1;0;0;0;1;Не начат;False;False;False;10;0;0,0;41;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104757;НКО Импульс;Крупные;Абрамова Ксения Александровна;3;2;1;0;1;Отработан частично;False;False;False;891;156;89,7;633;24,6
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104792;НКО Ярд;Средние;Абрамова Ксения Александровна;1;1;1;0;0;Отработан полностью;False;False;False;28;6;21,4;70;8,6
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104802;ГБУЗ Орион;Рег. госсектор;Абрамова Ксения Александровна;1;0;0;0;1;Не начат;False;False;False;59;0;0,0;217;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104807;ИП Эталон;Средние;Голубев Николай Дмитриевич;2;1;1;0;1;Отработан частично;False;False;False;164;70;84,3;157;44,6
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104840;ИП Сатурн;Малые;Тихонов Николай Николаевич;2;1;0;0;1;Отработан частично;False;False;False;23;0;0,0;33;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104864;ООО Орион;Малые;Абрамова Ксения Александровна;1;0;0;0;1;Не начат;False;False;False;21;0;0,0;32;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104869;ИП Химпром;Малые;Дроздова Дарья Николаевна;1;0;0;0;1;Не начат;False;False;False;10;0;0,0;28;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104879;МБУ Ярд;Микро;Дроздова Дарья Николаевна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;5;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104884;ИП Ресурс;Средние;Абрамова Ксения Александровна;1;1;0;0;0;Отработан полностью;False;False;False;39;0;0,0;122;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104903;ООО Орион;Малые;Гусева Дарья Олеговна;1;1;0;0;0;Отработан полностью;False;False;False;9;0;0,0;38;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104917;ГБУЗ Вектор;Микро;Тихонов Николай Николаевич;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;4;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104960;ИП Триумф;Средние;Абрамова Ксения Александровна;1;0;0;0;1;Не начат;False;False;False;37;0;0,0;161;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104976;АО Ресурс;Микро;Дроздова Дарья Николаевна;2;0;0;0;2;Не начат;False;False;False;7;0;0,0;6;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104981;ИП Магистраль;Микро;Абрамова Ксения Александровна;1;1;0;1;0;Отработан полностью;False;False;False;1;0;0,0;2;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700104988;АО Новация;Малые;Гусева Дарья Олеговна;2;0;0;0;2;Не начат;False;False;False;30;0;0,0;34;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700105002;АО Эталон;Микро;Абрамова Ксения Александровна;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;5;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700105011;НКО Ресурс;Малые;Дроздова Дарья Николаевна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;8;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700105016;ООО Импульс;Рег. госсектор;Абрамова Ксения Александровна;1;1;0;0;0;Отработан полностью;False;False;False;89;0;0,0;280;0,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700105038;АО Каскад;Микро;Дроздова Дарья Николаевна;1;1;1;0;0;Отработан полностью;False;False;False;4;4;100,0;8;50,0
Северо-Западный банк;Архангельское ГОСБ № 8637;7700105052;НКО Сатурн;Малые;Тихонов Николай Николаевич;2;1;1;0;1;Отработан частично;False;False;False;23;13;100,0;29;44,8
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105081;АО Заря;Средние;Щукина Марина Александровна;1;1;0;0;0;Отработан полностью;False;False;False;28;0;0,0;126;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105102;ГБУЗ Каскад;Микро;Щукина Марина Александровна;1;0;0;0;1;Не начат;False;False;False;6;0;0,0;9;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105121;МБУ Магистраль;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;4;0;0,0;8;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105135;МБУ Юпитер;Средние;Яковлев Борис Николаевич;2;2;2;0;0;Отработан полностью;False;False;False;109;30;27,5;103;29,1
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105140;ООО Юпитер;Микро;Волкова Галина Сергеевна;1;1;1;0;0;Отработан полностью;False;False;True;2;1;50,0;9;11,1
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105147;НКО Магистраль;Малые;Яковлев Борис Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;14;0;0,0;38;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105165;АО Ярд;Микро;Ершова Ирина Ивановна;2;1;1;0;1;Отработан частично;False;False;False;9;1;20,0;8;12,5
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105170;МБУ Химпром;Крупнейшие;Яковлев Борис Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;618;0;0,0;1653;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105191;ИП Триумф;Микро;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;2;0;0,0;9;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105196;МБУ Сатурн;Малые;Ершова Ирина Ивановна;3;3;1;0;0;Отработан полностью;False;True;False;43;9;52,9;31;29,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105203;ООО Гранит;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;5;0;0,0;12;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105254;НКО Лидер;Малые;Волкова Галина Сергеевна;3;2;2;0;1;Отработан частично;False;False;False;18;2;15,4;18;11,1
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105268;ИП Ресурс;Средние;Щукина Марина Александровна;1;1;1;0;0;Отработан полностью;False;False;False;61;29;47,5;180;16,1
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105285;ООО Бриз;Микро;Щукина Марина Александровна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;6;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105287;НКО Импульс;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;7;0;0,0;9;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105302;ИП Юпитер;SBI;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;20;0;0,0;29;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105324;НКО Эталон;Микро;Яковлев Борис Николаевич;1;1;1;0;0;Отработан полностью;False;False;False;3;1;33,3;9;11,1
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105353;ООО Дельта;Микро;Дроздова Ирина Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;6;4;66,7;10;40,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105379;ООО Сатурн;Крупнейшие;Ершова Ирина Ивановна;1;1;0;0;0;Отработан полностью;False;False;True;2725;0;0,0;3775;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105401;НКО Магистраль;Малые;Волкова Галина Сергеевна;1;1;0;1;0;Отработан полностью;False;False;True;29;0;0,0;48;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105413;ИП Триумф;Малые;Яковлев Борис Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;22;0;0,0;47;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105436;АО Каскад;Малые;Щукина Марина Александровна;1;0;0;0;1;Не начат;False;False;False;12;0;0,0;18;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105450;НКО Лидер;SBI;Яковлев Борис Николаевич;2;2;1;1;0;Отработан полностью;True;False;False;52;6;28,6;61;9,8
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105457;ИП Центр;Микро;Яковлев Борис Николаевич;2;1;0;0;1;Отработан частично;False;False;False;2;0;0,0;5;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105473;ПАО Ярд;Средние;Волкова Галина Сергеевна;2;2;0;1;0;Отработан полностью;False;False;False;60;0;0,0;72;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105518;ПАО Орион;Малые;Яковлев Борис Николаевич;1;0;0;0;1;Не начат;False;False;False;16;0;0,0;25;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105548;НКО Новация;Микро;Волкова Галина Сергеевна;2;1;0;0;1;Отработан частично;False;False;True;5;0;0,0;11;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105556;ООО Лидер;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;1;0;0,0;3;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105570;АО Заря;Микро;Дроздова Ирина Олеговна;1;1;0;1;0;Отработан полностью;False;False;False;1;0;0,0;3;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105602;ООО Фаворит;Микро;Волкова Галина Сергеевна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;7;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105662;ПАО Лидер;Рег. госсектор;Волкова Галина Сергеевна;1;1;1;0;0;Отработан полностью;False;False;True;29;1;3,4;90;1,1
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105687;ГБУЗ Фаворит;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;1;0;0,0;2;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105697;ГБУЗ Автодор;Малые;Ершова Ирина Ивановна;4;4;1;1;0;Отработан полностью;True;False;False;4;1;100,0;1;100,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105746;НКО Фаворит;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;4;0;0,0;8;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105761;ИП Магистраль;Малые;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;14;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105781;АО Дельта;Средние;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;105;0;0,0;141;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105795;ООО Орион;Крупные;Дроздова Ирина Олеговна;2;1;1;0;1;Отработан частично;False;False;False;477;161;56,9;374;43,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105803;НКО Фаворит;Средние;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;50;0;0,0;79;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105810;ИП Прогресс;Малые;Яковлев Борис Николаевич;1;1;1;0;0;Отработан полностью;False;False;False;12;8;66,7;42;19,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105835;ООО Заря;Малые;Яковлев Борис Николаевич;2;1;1;0;1;Отработан частично;False;False;False;16;6;100,0;27;22,2
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105842;ПАО Лидер;Малые;Дроздова Ирина Олеговна;2;1;1;0;1;Отработан частично;False;False;False;24;10;71,4;32;31,2
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105863;ПАО Импульс;Микро;Щукина Марина Александровна;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;11;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105876;МБУ Ярд;Крупные;Ершова Ирина Ивановна;4;3;0;1;1;Отработан частично;False;False;False;797;0;0,0;631;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105882;ГБУЗ Уют;Малые;Ершова Ирина Ивановна;3;3;1;0;0;Отработан полностью;False;True;False;37;6;50,0;28;21,4
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105896;НКО Автодор;Средние;Дроздова Ирина Олеговна;1;1;0;0;0;Отработан полностью;False;False;False;71;0;0,0;172;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105913;НКО Ресурс;Микро;Ершова Ирина Ивановна;3;3;2;0;0;Отработан полностью;False;True;True;3;2;100,0;1;200,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105942;АО Бриз;Микро;Яковлев Борис Николаевич;1;0;0;0;1;Не начат;False;False;False;7;0;0,0;14;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105975;МБУ Триумф;Крупные;Волкова Галина Сергеевна;1;1;1;0;0;Отработан полностью;False;False;False;202;47;23,3;871;5,4
Северо-Западный банк;Вологодское ГОСБ № 8638;7700105998;НКО Новация;Микро;Яковлев Борис Николаевич;2;1;1;0;1;Отработан частично;False;False;False;5;1;33,3;5;20,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106006;МБУ Эталон;Малые;Волкова Галина Сергеевна;2;2;0;0;0;Отработан полностью;False;False;False;43;0;0,0;31;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106047;МБУ Магистраль;Микро;Щукина Марина Александровна;1;1;0;0;0;Отработан полностью;False;False;False;8;0;0,0;14;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106052;ГБУЗ Гранит;Средние;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;7;0;0,0;18;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106066;ГБУЗ Юпитер;Малые;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;9;0;0,0;21;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106072;ООО Заря;Малые;Дроздова Ирина Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;13;10;76,9;32;31,2
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106087;НКО Фаворит;Малые;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;10;0;0,0;24;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106131;ИП Автодор;Малые;Волкова Галина Сергеевна;1;1;0;1;0;Отработан полностью;False;False;False;10;0;0,0;43;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106142;МБУ Новация;Малые;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;5;0;0,0;13;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106150;АО Юпитер;Малые;Щукина Марина Александровна;1;1;0;0;0;Отработан полностью;False;False;False;10;0;0,0;27;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106162;АО Прогресс;Крупнейшие;Дроздова Ирина Олеговна;1;1;0;0;0;Отработан полностью;False;False;True;1397;0;0,0;4314;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106172;МБУ Сатурн;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;1;0;0,0;4;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106188;НКО Уют;Рег. госсектор;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;4;0;0,0;6;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106214;ООО Юпитер;Малые;Волкова Галина Сергеевна;2;2;1;0;0;Отработан полностью;False;False;True;5;1;33,3;8;12,5
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106261;ГБУЗ Магистраль;Крупнейшие;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;True;574;0;0,0;2975;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106278;НКО Импульс;Рег. госсектор;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;130;0;0,0;276;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106317;МБУ Импульс;Малые;Дроздова Ирина Олеговна;2;1;0;0;1;Отработан частично;False;False;False;7;0;0,0;8;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106326;ГБУЗ Ярд;Крупнейшие;Ершова Ирина Ивановна;1;1;0;0;0;Отработан полностью;False;False;False;2280;0;0,0;3981;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106334;ООО Химпром;Малые;Щукина Марина Александровна;1;0;0;0;1;Не начат;False;False;False;11;0;0,0;17;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106347;МБУ Новация;Крупнейшие;Яковлев Борис Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;1588;0;0,0;2465;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106370;МБУ Магистраль;Рег. госсектор;Волкова Галина Сергеевна;1;1;1;0;0;Отработан полностью;False;False;True;40;12;30,0;131;9,2
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106408;АО Триумф;Микро;Щукина Марина Александровна;1;0;0;0;1;Не начат;False;False;False;5;0;0,0;14;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106431;ООО Заря;Рег. госсектор;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;152;0;0,0;207;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106445;ГБУЗ Орион;Крупные;Яковлев Борис Николаевич;1;1;0;0;0;Отработан полностью;False;False;True;486;0;0,0;878;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106460;ПАО Эталон;Микро;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;9;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106479;ООО Автодор;Микро;Волкова Галина Сергеевна;1;1;0;0;0;Отработан полностью;False;False;False;6;0;0,0;11;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106485;ПАО Дельта;Микро;Щукина Марина Александровна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;7;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106500;ПАО Эталон;Средние;Дроздова Ирина Олеговна;1;1;0;0;0;Отработан полностью;False;False;True;1;0;0,0;1;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106506;ООО Ярд;Малые;Волкова Галина Сергеевна;2;2;0;0;0;Отработан полностью;False;True;False;7;0;0,0;9;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106530;ГБУЗ Эталон;Микро;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;5;0;0,0;7;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106586;МБУ Химпром;Микро;Дроздова Ирина Олеговна;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;6;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106598;АО Новация;Микро;Дроздова Ирина Олеговна;1;1;0;0;0;Отработан полностью;False;False;False;6;0;0,0;9;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106603;ПАО Фаворит;Малые;Дроздова Ирина Олеговна;1;1;0;1;0;Отработан полностью;False;False;False;17;0;0,0;29;0,0
Северо-Западный банк;Вологодское ГОСБ № 8638;7700106635;НКО Вектор;SBI;Щукина Марина Александровна;1;0;0;0;1;Не начат;False;False;False;70;0;0,0;92;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106663;МБУ Автодор;Микро;Хохлов Дмитрий Дмитриевич;1;0;0;0;1;Не начат;False;False;False;2;0;0,0;4;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106669;МБУ Заря;Средние;Хохлов Дмитрий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;63;0;0,0;115;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106680;ГБУЗ Новация;Микро;Чернов Борис Сергеевич;2;1;1;0;1;Отработан частично;False;False;True;3;1;100,0;3;33,3
Среднерусский банк;Ивановское ГОСБ № 8639;7700106687;ГБУЗ Химпром;Микро;Чернов Борис Сергеевич;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;2;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106706;ИП Юпитер;Средние;Хохлов Дмитрий Дмитриевич;1;1;1;0;0;Отработан полностью;False;False;True;116;13;11,2;220;5,9
Среднерусский банк;Ивановское ГОСБ № 8639;7700106708;ИП Лидер;Малые;Чернов Борис Сергеевич;2;2;0;1;0;Отработан полностью;False;False;True;28;0;0,0;26;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106719;НКО Орион;Микро;Чернова Ольга Николаевна;1;1;0;0;0;Отработан полностью;False;False;False;6;0;0,0;15;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106734;ПАО Химпром;Малые;Хохлов Дмитрий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;3;0;0,0;15;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106738;ПАО Триумф;Малые;Чернов Борис Сергеевич;2;2;0;0;0;Отработан полностью;False;False;False;21;0;0,0;33;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106747;АО Фаворит;Рег. госсектор;Чернов Борис Сергеевич;1;0;0;0;1;Не начат;False;False;False;40;0;0,0;197;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106751;ГБУЗ Автодор;Малые;Хохлов Дмитрий Дмитриевич;1;1;1;0;0;Отработан полностью;False;False;True;11;1;9,1;31;3,2
Среднерусский банк;Ивановское ГОСБ № 8639;7700106769;ИП Вектор;Средние;Виноградов Дмитрий Александрович;1;1;0;0;0;Отработан полностью;False;False;True;19;0;0,0;102;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106801;ООО Химпром;Крупные;Виноградов Дмитрий Александрович;1;1;0;0;0;Отработан полностью;False;False;False;157;0;0,0;260;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106828;ПАО Триумф;SBI;Жуков Николай Николаевич;1;1;0;1;0;Отработан полностью;False;False;True;24;0;0,0;69;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106838;ПАО Гранит;Рег. госсектор;Виноградов Дмитрий Александрович;2;2;1;0;0;Отработан полностью;False;False;False;226;50;49,5;212;23,6
Среднерусский банк;Ивановское ГОСБ № 8639;7700106843;МБУ Уют;Микро;Жуков Николай Николаевич;1;1;0;0;0;Отработан полностью;False;False;True;1;0;0,0;1;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106872;НКО Юпитер;Крупные;Виноградов Дмитрий Александрович;2;0;0;0;2;Не начат;False;False;False;297;0;0,0;256;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106925;АО Химпром;Крупные;Хохлов Дмитрий Дмитриевич;2;1;0;0;1;Отработан частично;False;False;False;710;0;0,0;575;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106936;ПАО Эталон;Малые;Чернов Борис Сергеевич;1;1;1;0;0;Отработан полностью;False;False;True;17;11;64,7;40;27,5
